,income,incomePredicted
29773, >50K, >50K
29774, >50K, >50K
29775, <=50K, <=50K
29776, <=50K, <=50K
29777, <=50K, <=50K
29778, >50K, <=50K
29779, <=50K, <=50K
29780, >50K, >50K
29781, <=50K, <=50K
29782, <=50K, <=50K
29783, >50K, <=50K
29784, >50K, <=50K
29785, <=50K, <=50K
29786, >50K, <=50K
29787, >50K, >50K
29788, <=50K, <=50K
29789, >50K, <=50K
29790, >50K, >50K
29791, <=50K, >50K
29792, <=50K, <=50K
29793, <=50K, <=50K
29794, <=50K, <=50K
29795, <=50K, <=50K
29796, <=50K, <=50K
29797, <=50K, <=50K
29798, <=50K, <=50K
29799, <=50K, <=50K
29800, >50K, <=50K
29801, <=50K, <=50K
29802, <=50K, <=50K
29803, >50K, >50K
29804, <=50K, <=50K
29805, <=50K, <=50K
29806, >50K, >50K
29807, <=50K, <=50K
29808, <=50K, <=50K
29809, <=50K, <=50K
29810, <=50K, <=50K
29811, <=50K, <=50K
29812, <=50K, <=50K
29813, <=50K, >50K
29814, <=50K, <=50K
29815, <=50K, <=50K
29816, <=50K, <=50K
29817, <=50K, <=50K
29818, <=50K, <=50K
29819, <=50K, <=50K
29820, <=50K, <=50K
29821, <=50K, <=50K
29822, <=50K, <=50K
29823, <=50K, <=50K
29824, <=50K, <=50K
29825, <=50K, <=50K
29826, >50K, <=50K
29827, <=50K, <=50K
29828, <=50K, <=50K
29829, >50K, <=50K
29830, >50K, >50K
29831, <=50K, <=50K
29832, >50K, <=50K
29833, <=50K, <=50K
29834, <=50K, <=50K
29835, <=50K, <=50K
29836, <=50K, >50K
29837, <=50K, <=50K
29838, <=50K, <=50K
29839, >50K, >50K
29840, >50K, <=50K
29841, <=50K, <=50K
29842, <=50K, <=50K
29843, >50K, <=50K
29844, <=50K, <=50K
29845, <=50K, <=50K
29846, <=50K, <=50K
29847, >50K, >50K
29848, <=50K, <=50K
29849, <=50K, <=50K
29850, <=50K, <=50K
29851, <=50K, <=50K
29852, >50K, >50K
29853, <=50K, <=50K
29854, <=50K, >50K
29855, <=50K, <=50K
29856, <=50K, <=50K
29857, >50K, <=50K
29858, <=50K, <=50K
29859, <=50K, <=50K
29860, >50K, <=50K
29861, >50K, <=50K
29862, <=50K, <=50K
29863, <=50K, <=50K
29864, <=50K, <=50K
29865, >50K, <=50K
29866, <=50K, <=50K
29867, >50K, <=50K
29868, <=50K, <=50K
29869, <=50K, <=50K
29870, <=50K, <=50K
29871, >50K, <=50K
29872, >50K, >50K
29873, >50K, <=50K
29874, <=50K, <=50K
29875, <=50K, <=50K
29876, <=50K, <=50K
29877, <=50K, <=50K
29878, >50K, <=50K
29879, <=50K, <=50K
29880, <=50K, <=50K
29881, <=50K, <=50K
29882, <=50K, <=50K
29883, >50K, <=50K
29884, <=50K, <=50K
29885, <=50K, <=50K
29886, <=50K, <=50K
29887, <=50K, <=50K
29888, <=50K, <=50K
29889, >50K, <=50K
29890, <=50K, <=50K
29891, >50K, <=50K
29892, >50K, >50K
29893, <=50K, <=50K
29894, <=50K, <=50K
29895, <=50K, <=50K
29896, <=50K, <=50K
29897, <=50K, <=50K
29898, <=50K, <=50K
29899, >50K, <=50K
29900, >50K, <=50K
29901, >50K, <=50K
29902, <=50K, <=50K
29903, <=50K, <=50K
29904, <=50K, <=50K
29905, <=50K, <=50K
29906, <=50K, <=50K
29907, <=50K, <=50K
29908, <=50K, <=50K
29909, >50K, >50K
29910, <=50K, <=50K
29911, <=50K, <=50K
29912, <=50K, <=50K
29913, <=50K, <=50K
29914, <=50K, <=50K
29915, <=50K, <=50K
29916, <=50K, <=50K
29917, <=50K, <=50K
29918, >50K, <=50K
29919, >50K, <=50K
29920, <=50K, <=50K
29921, <=50K, <=50K
29922, <=50K, <=50K
29923, <=50K, >50K
29924, <=50K, <=50K
29925, <=50K, <=50K
29926, <=50K, <=50K
29927, <=50K, <=50K
29928, <=50K, >50K
29929, <=50K, <=50K
29930, <=50K, <=50K
29931, <=50K, <=50K
29932, <=50K, <=50K
29933, <=50K, <=50K
29934, >50K, >50K
29935, <=50K, <=50K
29936, <=50K, <=50K
29937, <=50K, <=50K
29938, <=50K, <=50K
29939, <=50K, <=50K
29940, <=50K, <=50K
29941, >50K, <=50K
29942, <=50K, <=50K
29943, <=50K, <=50K
29944, >50K, <=50K
29945, <=50K, <=50K
29946, <=50K, <=50K
29947, <=50K, <=50K
29948, <=50K, <=50K
29949, >50K, <=50K
29950, <=50K, <=50K
29951, <=50K, <=50K
29952, <=50K, <=50K
29953, <=50K, <=50K
29954, >50K, >50K
29955, >50K, <=50K
29956, >50K, <=50K
29957, <=50K, <=50K
29958, >50K, <=50K
29959, <=50K, <=50K
29960, <=50K, <=50K
29961, <=50K, <=50K
29962, <=50K, <=50K
29963, <=50K, >50K
29964, <=50K, <=50K
29965, >50K, <=50K
29966, <=50K, <=50K
29967, <=50K, <=50K
29968, <=50K, <=50K
29969, <=50K, <=50K
29970, <=50K, <=50K
29971, >50K, >50K
29972, <=50K, <=50K
29973, <=50K, <=50K
29974, <=50K, <=50K
29975, <=50K, <=50K
29976, >50K, >50K
29977, >50K, <=50K
29978, <=50K, <=50K
29979, >50K, <=50K
29980, <=50K, <=50K
29981, >50K, >50K
29982, <=50K, <=50K
29983, >50K, <=50K
29984, <=50K, <=50K
29985, <=50K, <=50K
29986, <=50K, <=50K
29987, <=50K, <=50K
29988, <=50K, <=50K
29989, >50K, >50K
29990, <=50K, <=50K
29991, <=50K, <=50K
29992, <=50K, <=50K
29993, <=50K, <=50K
29994, <=50K, <=50K
29995, <=50K, <=50K
29996, >50K, <=50K
29997, <=50K, <=50K
29998, <=50K, <=50K
29999, <=50K, <=50K
30000, <=50K, <=50K
30001, <=50K, <=50K
30002, <=50K, <=50K
30003, <=50K, <=50K
30004, <=50K, <=50K
30005, <=50K, <=50K
30006, >50K, >50K
30007, <=50K, <=50K
30008, <=50K, <=50K
30009, <=50K, <=50K
30010, <=50K, <=50K
30011, >50K, >50K
30012, >50K, <=50K
30013, <=50K, <=50K
30014, >50K, <=50K
30015, <=50K, <=50K
30016, >50K, <=50K
30017, <=50K, <=50K
30018, <=50K, <=50K
30019, <=50K, <=50K
30020, <=50K, <=50K
30021, >50K, >50K
30022, <=50K, <=50K
30023, <=50K, <=50K
30024, <=50K, <=50K
30025, <=50K, <=50K
30026, <=50K, <=50K
30027, >50K, <=50K
30028, <=50K, <=50K
30029, <=50K, <=50K
30030, <=50K, <=50K
30031, >50K, <=50K
30032, <=50K, <=50K
30033, <=50K, <=50K
30034, >50K, >50K
30035, <=50K, <=50K
30036, >50K, >50K
30037, <=50K, <=50K
30038, <=50K, <=50K
30039, <=50K, <=50K
30040, <=50K, <=50K
30041, <=50K, <=50K
30042, <=50K, <=50K
30043, >50K, <=50K
30044, <=50K, <=50K
30045, <=50K, <=50K
30046, <=50K, <=50K
30047, <=50K, <=50K
30048, <=50K, <=50K
30049, <=50K, <=50K
30050, <=50K, <=50K
30051, <=50K, >50K
30052, >50K, <=50K
30053, <=50K, <=50K
30054, <=50K, <=50K
30055, <=50K, <=50K
30056, <=50K, <=50K
30057, <=50K, <=50K
30058, >50K, <=50K
30059, <=50K, <=50K
30060, <=50K, <=50K
30061, <=50K, <=50K
30062, <=50K, <=50K
30063, >50K, <=50K
30064, <=50K, <=50K
30065, <=50K, >50K
30066, >50K, <=50K
30067, >50K, >50K
30068, <=50K, <=50K
30069, <=50K, <=50K
30070, <=50K, <=50K
30071, <=50K, <=50K
30072, >50K, >50K
30073, <=50K, <=50K
30074, <=50K, <=50K
30075, <=50K, <=50K
30076, >50K, >50K
30077, >50K, >50K
30078, >50K, <=50K
30079, >50K, >50K
30080, <=50K, <=50K
30081, <=50K, <=50K
30082, <=50K, <=50K
30083, <=50K, <=50K
30084, <=50K, <=50K
30085, <=50K, <=50K
30086, <=50K, <=50K
30087, <=50K, <=50K
30088, <=50K, <=50K
30089, <=50K, <=50K
30090, >50K, <=50K
30091, <=50K, <=50K
30092, <=50K, <=50K
30093, >50K, <=50K
30094, <=50K, <=50K
30095, <=50K, <=50K
30096, <=50K, <=50K
30097, <=50K, <=50K
30098, <=50K, <=50K
30099, >50K, >50K
30100, <=50K, <=50K
30101, <=50K, <=50K
30102, <=50K, <=50K
30103, >50K, <=50K
30104, >50K, >50K
30105, <=50K, <=50K
30106, >50K, <=50K
30107, <=50K, <=50K
30108, <=50K, <=50K
30109, <=50K, <=50K
30110, >50K, <=50K
30111, >50K, <=50K
30112, <=50K, <=50K
30113, <=50K, <=50K
30114, <=50K, <=50K
30115, >50K, >50K
30116, <=50K, <=50K
30117, <=50K, <=50K
30118, >50K, >50K
30119, <=50K, <=50K
30120, <=50K, <=50K
30121, <=50K, <=50K
30122, <=50K, <=50K
30123, >50K, >50K
30124, <=50K, <=50K
30125, <=50K, <=50K
30126, <=50K, <=50K
30127, >50K, >50K
30128, <=50K, <=50K
30129, >50K, <=50K
30130, <=50K, <=50K
30131, <=50K, <=50K
30132, <=50K, <=50K
30133, <=50K, <=50K
30134, <=50K, <=50K
30135, <=50K, <=50K
30136, <=50K, <=50K
30137, <=50K, <=50K
30138, >50K, <=50K
30139, <=50K, <=50K
30140, <=50K, <=50K
30141, <=50K, <=50K
30142, <=50K, <=50K
30143, >50K, <=50K
30144, <=50K, <=50K
30145, <=50K, <=50K
30146, <=50K, >50K
30147, <=50K, <=50K
30148, <=50K, <=50K
30149, >50K, <=50K
30150, <=50K, <=50K
30151, <=50K, <=50K
30152, >50K, <=50K
30153, <=50K, <=50K
30154, <=50K, <=50K
30155, <=50K, <=50K
30156, <=50K, <=50K
30157, <=50K, <=50K
30158, <=50K, <=50K
30159, <=50K, <=50K
30160, <=50K, <=50K
30161, <=50K, <=50K
30162, <=50K, <=50K
30163, <=50K, <=50K
30164, <=50K, <=50K
30165, <=50K, <=50K
30166, <=50K, <=50K
30167, <=50K, <=50K
30168, <=50K, <=50K
30169, <=50K, <=50K
30170, <=50K, <=50K
30171, <=50K, <=50K
30172, <=50K, <=50K
30173, <=50K, <=50K
30174, >50K, <=50K
30175, <=50K, <=50K
30176, <=50K, <=50K
30177, <=50K, <=50K
30178, <=50K, >50K
30179, <=50K, <=50K
30180, <=50K, <=50K
30181, <=50K, <=50K
30182, >50K, >50K
30183, <=50K, <=50K
30184, <=50K, <=50K
30185, <=50K, <=50K
30186, <=50K, <=50K
30187, <=50K, <=50K
30188, >50K, <=50K
30189, <=50K, <=50K
30190, <=50K, <=50K
30191, <=50K, <=50K
30192, >50K, <=50K
30193, <=50K, <=50K
30194, >50K, <=50K
30195, <=50K, <=50K
30196, <=50K, <=50K
30197, <=50K, <=50K
30198, <=50K, <=50K
30199, <=50K, <=50K
30200, <=50K, <=50K
30201, <=50K, <=50K
30202, <=50K, <=50K
30203, >50K, >50K
30204, <=50K, <=50K
30205, >50K, >50K
30206, <=50K, <=50K
30207, <=50K, <=50K
30208, <=50K, <=50K
30209, <=50K, <=50K
30210, <=50K, <=50K
30211, <=50K, <=50K
30212, >50K, <=50K
30213, <=50K, <=50K
30214, <=50K, <=50K
30215, >50K, <=50K
30216, >50K, >50K
30217, >50K, <=50K
30218, <=50K, <=50K
30219, <=50K, >50K
30220, <=50K, <=50K
30221, <=50K, <=50K
30222, <=50K, <=50K
30223, <=50K, >50K
30224, <=50K, <=50K
30225, <=50K, >50K
30226, <=50K, <=50K
30227, >50K, <=50K
30228, <=50K, <=50K
30229, <=50K, <=50K
30230, <=50K, <=50K
30231, <=50K, <=50K
30232, <=50K, >50K
30233, <=50K, <=50K
30234, >50K, >50K
30235, >50K, <=50K
30236, <=50K, <=50K
30237, <=50K, <=50K
30238, <=50K, <=50K
30239, >50K, <=50K
30240, <=50K, <=50K
30241, <=50K, <=50K
30242, <=50K, <=50K
30243, <=50K, <=50K
30244, >50K, >50K
30245, <=50K, <=50K
30246, >50K, >50K
30247, <=50K, <=50K
30248, >50K, >50K
30249, >50K, <=50K
30250, <=50K, <=50K
30251, <=50K, <=50K
30252, <=50K, <=50K
30253, <=50K, <=50K
30254, >50K, >50K
30255, <=50K, <=50K
30256, <=50K, <=50K
30257, <=50K, <=50K
30258, >50K, >50K
30259, >50K, >50K
30260, <=50K, <=50K
30261, <=50K, <=50K
30262, <=50K, <=50K
30263, <=50K, <=50K
30264, <=50K, <=50K
30265, <=50K, <=50K
30266, >50K, >50K
30267, <=50K, <=50K
30268, <=50K, <=50K
30269, <=50K, <=50K
30270, <=50K, <=50K
30271, <=50K, <=50K
30272, <=50K, <=50K
30273, >50K, >50K
30274, <=50K, <=50K
30275, <=50K, <=50K
30276, <=50K, <=50K
30277, >50K, >50K
30278, <=50K, <=50K
30279, <=50K, <=50K
30280, <=50K, <=50K
30281, <=50K, <=50K
30282, <=50K, <=50K
30283, >50K, >50K
30284, >50K, >50K
30285, <=50K, <=50K
30286, <=50K, <=50K
30287, <=50K, <=50K
30288, <=50K, <=50K
30289, <=50K, <=50K
30290, >50K, <=50K
30291, <=50K, <=50K
30292, <=50K, <=50K
30293, <=50K, <=50K
30294, <=50K, <=50K
30295, <=50K, <=50K
30296, <=50K, <=50K
30297, >50K, <=50K
30298, <=50K, <=50K
30299, <=50K, <=50K
30300, <=50K, <=50K
30301, <=50K, <=50K
30302, >50K, <=50K
30303, >50K, <=50K
30304, <=50K, <=50K
30305, <=50K, <=50K
30306, >50K, <=50K
30307, <=50K, <=50K
30308, <=50K, <=50K
30309, <=50K, <=50K
30310, <=50K, <=50K
30311, <=50K, <=50K
30312, <=50K, <=50K
30313, <=50K, <=50K
30314, <=50K, <=50K
30315, >50K, <=50K
30316, <=50K, <=50K
30317, <=50K, <=50K
30318, >50K, <=50K
30319, <=50K, <=50K
30320, >50K, <=50K
30321, <=50K, <=50K
30322, <=50K, <=50K
30323, <=50K, <=50K
30324, <=50K, <=50K
30325, >50K, >50K
30326, <=50K, <=50K
30327, <=50K, <=50K
30328, <=50K, <=50K
30329, >50K, <=50K
30330, >50K, <=50K
30331, <=50K, <=50K
30332, <=50K, <=50K
30333, <=50K, <=50K
30334, <=50K, <=50K
30335, <=50K, <=50K
30336, <=50K, <=50K
30337, >50K, <=50K
30338, <=50K, <=50K
30339, >50K, <=50K
30340, <=50K, <=50K
30341, <=50K, <=50K
30342, >50K, <=50K
30343, >50K, <=50K
30344, <=50K, <=50K
30345, <=50K, <=50K
30346, <=50K, <=50K
30347, <=50K, <=50K
30348, >50K, >50K
30349, <=50K, <=50K
30350, <=50K, <=50K
30351, <=50K, <=50K
30352, >50K, <=50K
30353, <=50K, <=50K
30354, <=50K, <=50K
30355, <=50K, <=50K
30356, <=50K, <=50K
30357, <=50K, <=50K
30358, <=50K, <=50K
30359, <=50K, <=50K
30360, <=50K, <=50K
30361, <=50K, <=50K
30362, <=50K, <=50K
30363, >50K, >50K
30364, <=50K, <=50K
30365, >50K, <=50K
30366, <=50K, <=50K
30367, <=50K, <=50K
30368, <=50K, <=50K
30369, <=50K, <=50K
30370, <=50K, >50K
30371, <=50K, <=50K
30372, >50K, <=50K
30373, >50K, >50K
30374, <=50K, <=50K
30375, >50K, <=50K
30376, <=50K, <=50K
30377, <=50K, >50K
30378, <=50K, <=50K
30379, <=50K, <=50K
30380, <=50K, <=50K
30381, <=50K, <=50K
30382, <=50K, <=50K
30383, >50K, <=50K
30384, <=50K, <=50K
30385, <=50K, <=50K
30386, <=50K, <=50K
30387, <=50K, <=50K
30388, <=50K, <=50K
30389, <=50K, <=50K
30390, <=50K, <=50K
30391, >50K, <=50K
30392, <=50K, <=50K
30393, >50K, <=50K
30394, <=50K, <=50K
30395, <=50K, <=50K
30396, <=50K, <=50K
30397, >50K, <=50K
30398, <=50K, <=50K
30399, <=50K, <=50K
30400, <=50K, <=50K
30401, >50K, <=50K
30402, <=50K, <=50K
30403, <=50K, <=50K
30404, >50K, <=50K
30405, >50K, <=50K
30406, <=50K, <=50K
30407, <=50K, <=50K
30408, <=50K, <=50K
30409, <=50K, <=50K
30410, <=50K, <=50K
30411, <=50K, <=50K
30412, <=50K, <=50K
30413, <=50K, <=50K
30414, >50K, >50K
30415, <=50K, <=50K
30416, <=50K, <=50K
30417, <=50K, <=50K
30418, <=50K, >50K
30419, <=50K, <=50K
30420, >50K, <=50K
30421, <=50K, <=50K
30422, >50K, >50K
30423, <=50K, >50K
30424, >50K, <=50K
30425, <=50K, >50K
30426, >50K, <=50K
30427, <=50K, <=50K
30428, <=50K, <=50K
30429, >50K, >50K
30430, >50K, >50K
30431, <=50K, >50K
30432, >50K, <=50K
30433, <=50K, <=50K
30434, <=50K, <=50K
30435, <=50K, <=50K
30436, <=50K, <=50K
30437, <=50K, <=50K
30438, >50K, <=50K
30439, <=50K, <=50K
30440, <=50K, <=50K
30441, <=50K, <=50K
30442, <=50K, <=50K
30443, <=50K, <=50K
30444, <=50K, <=50K
30445, <=50K, <=50K
30446, <=50K, <=50K
30447, <=50K, <=50K
30448, <=50K, <=50K
30449, <=50K, <=50K
30450, <=50K, <=50K
30451, >50K, >50K
30452, <=50K, <=50K
30453, <=50K, <=50K
30454, <=50K, <=50K
30455, <=50K, <=50K
30456, <=50K, <=50K
30457, <=50K, <=50K
30458, <=50K, <=50K
30459, <=50K, <=50K
30460, <=50K, <=50K
30461, <=50K, <=50K
30462, <=50K, <=50K
30463, <=50K, <=50K
30464, <=50K, <=50K
30465, <=50K, <=50K
30466, <=50K, <=50K
30467, <=50K, <=50K
30468, <=50K, <=50K
30469, >50K, <=50K
30470, >50K, <=50K
30471, <=50K, <=50K
30472, <=50K, <=50K
30473, <=50K, <=50K
30474, <=50K, <=50K
30475, <=50K, >50K
30476, >50K, >50K
30477, >50K, <=50K
30478, <=50K, <=50K
30479, <=50K, <=50K
30480, <=50K, <=50K
30481, >50K, >50K
30482, >50K, <=50K
30483, <=50K, <=50K
30484, >50K, <=50K
30485, >50K, >50K
30486, <=50K, <=50K
30487, <=50K, <=50K
30488, <=50K, <=50K
30489, <=50K, <=50K
30490, >50K, >50K
30491, <=50K, <=50K
30492, <=50K, <=50K
30493, <=50K, <=50K
30494, <=50K, <=50K
30495, <=50K, >50K
30496, >50K, >50K
30497, <=50K, <=50K
30498, <=50K, <=50K
30499, <=50K, <=50K
30500, <=50K, <=50K
30501, <=50K, <=50K
30502, <=50K, <=50K
30503, <=50K, <=50K
30504, >50K, <=50K
30505, <=50K, <=50K
30506, >50K, >50K
30507, <=50K, <=50K
30508, <=50K, <=50K
30509, <=50K, <=50K
30510, <=50K, <=50K
30511, <=50K, <=50K
30512, <=50K, <=50K
30513, <=50K, <=50K
30514, <=50K, <=50K
30515, <=50K, <=50K
30516, <=50K, <=50K
30517, <=50K, <=50K
30518, <=50K, >50K
30519, >50K, <=50K
30520, <=50K, <=50K
30521, >50K, <=50K
30522, >50K, <=50K
30523, <=50K, <=50K
30524, <=50K, <=50K
30525, >50K, <=50K
30526, <=50K, <=50K
30527, <=50K, <=50K
30528, <=50K, >50K
30529, <=50K, <=50K
30530, <=50K, <=50K
30531, <=50K, <=50K
30532, <=50K, <=50K
30533, <=50K, <=50K
30534, <=50K, <=50K
30535, <=50K, <=50K
30536, >50K, >50K
30537, <=50K, <=50K
30538, <=50K, <=50K
30539, >50K, >50K
30540, <=50K, <=50K
30541, <=50K, <=50K
30542, <=50K, <=50K
30543, <=50K, <=50K
30544, <=50K, <=50K
30545, >50K, <=50K
30546, >50K, <=50K
30547, <=50K, <=50K
30548, <=50K, <=50K
30549, >50K, <=50K
30550, <=50K, <=50K
30551, <=50K, >50K
30552, <=50K, <=50K
30553, <=50K, <=50K
30554, <=50K, <=50K
30555, <=50K, <=50K
30556, >50K, >50K
30557, <=50K, <=50K
30558, <=50K, <=50K
30559, <=50K, >50K
30560, >50K, <=50K
30561, <=50K, <=50K
30562, <=50K, <=50K
30563, <=50K, <=50K
30564, >50K, <=50K
30565, <=50K, <=50K
30566, <=50K, <=50K
30567, <=50K, <=50K
30568, <=50K, <=50K
30569, <=50K, <=50K
30570, <=50K, <=50K
30571, >50K, <=50K
30572, >50K, <=50K
30573, <=50K, <=50K
30574, <=50K, <=50K
30575, <=50K, <=50K
30576, <=50K, <=50K
30577, <=50K, <=50K
30578, >50K, <=50K
30579, <=50K, <=50K
30580, <=50K, <=50K
30581, <=50K, <=50K
30582, <=50K, <=50K
30583, <=50K, <=50K
30584, <=50K, <=50K
30585, >50K, <=50K
30586, <=50K, <=50K
30587, <=50K, <=50K
30588, <=50K, <=50K
30589, <=50K, <=50K
30590, >50K, <=50K
30591, <=50K, <=50K
30592, <=50K, <=50K
30593, <=50K, <=50K
30594, <=50K, <=50K
30595, <=50K, <=50K
30596, >50K, <=50K
30597, <=50K, <=50K
30598, <=50K, <=50K
30599, <=50K, <=50K
30600, <=50K, <=50K
30601, <=50K, >50K
30602, <=50K, <=50K
30603, <=50K, <=50K
30604, <=50K, <=50K
30605, <=50K, <=50K
30606, >50K, <=50K
30607, <=50K, <=50K
30608, <=50K, <=50K
30609, >50K, <=50K
30610, >50K, <=50K
30611, <=50K, <=50K
30612, <=50K, <=50K
30613, <=50K, <=50K
30614, <=50K, <=50K
30615, <=50K, <=50K
30616, <=50K, <=50K
30617, >50K, <=50K
30618, <=50K, <=50K
30619, <=50K, <=50K
30620, >50K, <=50K
30621, >50K, <=50K
30622, <=50K, <=50K
30623, <=50K, <=50K
30624, <=50K, <=50K
30625, <=50K, <=50K
30626, >50K, >50K
30627, <=50K, <=50K
30628, >50K, >50K
30629, <=50K, <=50K
30630, >50K, >50K
30631, <=50K, <=50K
30632, >50K, >50K
30633, <=50K, <=50K
30634, <=50K, <=50K
30635, <=50K, <=50K
30636, <=50K, <=50K
30637, <=50K, <=50K
30638, <=50K, <=50K
30639, >50K, >50K
30640, <=50K, <=50K
30641, <=50K, <=50K
30642, <=50K, <=50K
30643, <=50K, >50K
30644, <=50K, <=50K
30645, >50K, <=50K
30646, <=50K, <=50K
30647, <=50K, <=50K
30648, <=50K, <=50K
30649, >50K, <=50K
30650, <=50K, <=50K
30651, >50K, >50K
30652, <=50K, <=50K
30653, <=50K, <=50K
30654, <=50K, <=50K
30655, <=50K, <=50K
30656, <=50K, <=50K
30657, >50K, >50K
30658, <=50K, <=50K
30659, <=50K, <=50K
30660, <=50K, <=50K
30661, >50K, >50K
30662, <=50K, <=50K
30663, <=50K, <=50K
30664, <=50K, <=50K
30665, >50K, <=50K
30666, <=50K, <=50K
30667, >50K, <=50K
30668, <=50K, <=50K
30669, >50K, >50K
30670, <=50K, <=50K
30671, <=50K, <=50K
30672, >50K, <=50K
30673, <=50K, <=50K
30674, <=50K, <=50K
30675, <=50K, <=50K
30676, <=50K, <=50K
30677, <=50K, <=50K
30678, <=50K, <=50K
30679, <=50K, <=50K
30680, <=50K, <=50K
30681, >50K, >50K
30682, <=50K, <=50K
30683, >50K, >50K
30684, >50K, <=50K
30685, <=50K, <=50K
30686, <=50K, >50K
30687, <=50K, <=50K
30688, >50K, <=50K
30689, <=50K, <=50K
30690, >50K, >50K
30691, <=50K, <=50K
30692, <=50K, <=50K
30693, <=50K, <=50K
30694, <=50K, >50K
30695, >50K, <=50K
30696, <=50K, <=50K
30697, <=50K, <=50K
30698, <=50K, <=50K
30699, <=50K, <=50K
30700, >50K, <=50K
30701, >50K, <=50K
30702, <=50K, <=50K
30703, <=50K, <=50K
30704, <=50K, <=50K
30705, <=50K, <=50K
30706, <=50K, <=50K
30707, <=50K, <=50K
30708, <=50K, <=50K
30709, <=50K, <=50K
30710, <=50K, <=50K
30711, <=50K, <=50K
30712, <=50K, <=50K
30713, <=50K, <=50K
30714, <=50K, <=50K
30715, <=50K, <=50K
30716, <=50K, <=50K
30717, <=50K, <=50K
30718, <=50K, <=50K
30719, <=50K, <=50K
30720, <=50K, <=50K
30721, <=50K, <=50K
30722, >50K, <=50K
30723, <=50K, <=50K
30724, >50K, <=50K
30725, <=50K, <=50K
30726, <=50K, <=50K
30727, <=50K, <=50K
30728, <=50K, >50K
30729, <=50K, <=50K
30730, >50K, >50K
30731, <=50K, <=50K
30732, <=50K, <=50K
30733, <=50K, <=50K
30734, >50K, <=50K
30735, >50K, >50K
30736, >50K, >50K
30737, <=50K, <=50K
30738, <=50K, <=50K
30739, <=50K, <=50K
30740, >50K, <=50K
30741, <=50K, <=50K
30742, <=50K, <=50K
30743, <=50K, <=50K
30744, <=50K, <=50K
30745, <=50K, <=50K
30746, <=50K, <=50K
30747, <=50K, <=50K
30748, >50K, >50K
30749, >50K, >50K
30750, <=50K, <=50K
30751, <=50K, <=50K
30752, <=50K, <=50K
30753, >50K, <=50K
30754, <=50K, <=50K
30755, <=50K, <=50K
30756, <=50K, <=50K
30757, <=50K, <=50K
30758, <=50K, <=50K
30759, >50K, <=50K
30760, <=50K, <=50K
30761, <=50K, >50K
30762, <=50K, >50K
30763, <=50K, <=50K
30764, <=50K, <=50K
30765, <=50K, <=50K
30766, >50K, <=50K
30767, <=50K, <=50K
30768, >50K, >50K
30769, >50K, >50K
30770, <=50K, <=50K
30771, <=50K, <=50K
30772, <=50K, >50K
30773, >50K, <=50K
30774, <=50K, <=50K
30775, <=50K, <=50K
30776, <=50K, <=50K
30777, <=50K, <=50K
30778, >50K, <=50K
30779, <=50K, <=50K
30780, <=50K, <=50K
30781, <=50K, >50K
30782, <=50K, <=50K
30783, >50K, <=50K
30784, <=50K, <=50K
30785, <=50K, <=50K
30786, <=50K, <=50K
30787, >50K, <=50K
30788, >50K, >50K
30789, <=50K, <=50K
30790, <=50K, <=50K
30791, <=50K, <=50K
30792, >50K, <=50K
30793, <=50K, <=50K
30794, <=50K, <=50K
30795, <=50K, <=50K
30796, <=50K, <=50K
30797, <=50K, <=50K
30798, <=50K, <=50K
30799, >50K, >50K
30800, <=50K, <=50K
30801, >50K, <=50K
30802, >50K, <=50K
30803, <=50K, <=50K
30804, <=50K, <=50K
30805, >50K, <=50K
30806, <=50K, <=50K
30807, >50K, <=50K
30808, <=50K, <=50K
30809, <=50K, <=50K
30810, <=50K, <=50K
30811, <=50K, <=50K
30812, <=50K, <=50K
30813, <=50K, <=50K
30814, <=50K, <=50K
30815, >50K, >50K
30816, <=50K, <=50K
30817, <=50K, <=50K
30818, <=50K, <=50K
30819, <=50K, <=50K
30820, >50K, <=50K
30821, <=50K, <=50K
30822, <=50K, <=50K
30823, <=50K, >50K
30824, >50K, <=50K
30825, <=50K, <=50K
30826, <=50K, <=50K
30827, <=50K, <=50K
30828, <=50K, <=50K
30829, <=50K, <=50K
30830, <=50K, <=50K
30831, >50K, >50K
30832, <=50K, <=50K
30833, >50K, <=50K
30834, <=50K, <=50K
30835, >50K, >50K
30836, <=50K, >50K
30837, <=50K, <=50K
30838, <=50K, <=50K
30839, >50K, <=50K
30840, >50K, <=50K
30841, <=50K, <=50K
30842, <=50K, <=50K
30843, >50K, <=50K
30844, <=50K, <=50K
30845, <=50K, <=50K
30846, <=50K, <=50K
30847, <=50K, <=50K
30848, <=50K, <=50K
30849, <=50K, <=50K
30850, <=50K, <=50K
30851, <=50K, <=50K
30852, >50K, <=50K
30853, <=50K, <=50K
30854, <=50K, <=50K
30855, <=50K, <=50K
30856, <=50K, <=50K
30857, <=50K, <=50K
30858, >50K, <=50K
30859, <=50K, >50K
30860, <=50K, >50K
30861, <=50K, <=50K
30862, <=50K, >50K
30863, <=50K, <=50K
30864, >50K, <=50K
30865, <=50K, >50K
30866, <=50K, <=50K
30867, <=50K, <=50K
30868, <=50K, <=50K
30869, >50K, <=50K
30870, >50K, <=50K
30871, <=50K, <=50K
30872, <=50K, >50K
30873, >50K, <=50K
30874, <=50K, <=50K
30875, <=50K, <=50K
30876, <=50K, <=50K
30877, <=50K, <=50K
30878, <=50K, <=50K
